survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
379,2017-06-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",383,Unacceptable,.0212000000,"Very Poor",.0212000000,Poor,.0750000000,Fair,.2279000000,Good,.2730000000,"Very Good",.2345000000,Excellent,.1393000000
380,2017-06-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",387,Unacceptable,.0533000000,"Very Poor",.0533000000,Poor,.0864000000,Fair,.1826000000,Good,.2238000000,"Very Good",.2042000000,Excellent,.2054000000
381,2017-06-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",387,Unacceptable,.0220000000,"Very Poor",.0220000000,Poor,.0784000000,Fair,.2094000000,Good,.2545000000,"Very Good",.2676000000,Excellent,.1387000000
382,2017-06-01,"MBTA Customer Opinion Panel","Speed/travel time",388,Unacceptable,.0248000000,"Very Poor",.0248000000,Poor,.0774000000,Fair,.1869000000,Good,.2445000000,"Very Good",.2637999999,Excellent,.1638000000
383,2017-06-01,"MBTA Customer Opinion Panel","Parking availability",154,Unacceptable,.0774000000,"Very Poor",.0774000000,Poor,.0629000000,Fair,.1328999999,Good,.1923000000,"Very Good",.2338000000,Excellent,.2461000000
384,2017-06-01,"MBTA Customer Opinion Panel","Real-time communications",332,Unacceptable,.0380000000,"Very Poor",.0380000000,Poor,.0853000000,Fair,.1427000000,Good,.2607999999,"Very Good",.2508000000,Excellent,.1825000000
385,2017-06-01,"MBTA Customer Opinion Panel","Mbta website",341,"Extremely Dissatisfied",.0083000000,"Very Dissatisfied",.0083000000,"Somewhat Dissatisfied",.0492000000,Neutral,.2297000000,"Somewhat Satisfied",.2455000000,"Very Satisfied",.2873000000,"Extremely Satisfied",.1303000000
386,2017-06-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",369,"Extremely Dissatisfied",.0264000000,"Very Dissatisfied",.0264000000,"Somewhat Dissatisfied",.0971000000,Neutral,.0513000000,"Somewhat Satisfied",.2059000000,"Very Satisfied",.3296000000,"Extremely Satisfied",.2479000000
387,2017-06-01,"MBTA Customer Opinion Panel","In-station announcements",359,"Extremely Dissatisfied",.0437000000,"Very Dissatisfied",.0437000000,"Somewhat Dissatisfied",.1297000000,Neutral,.1724000000,"Somewhat Satisfied",.2570000000,"Very Satisfied",.2674000000,"Extremely Satisfied",.0895000000
388,2017-06-01,"MBTA Customer Opinion Panel","On-vehicle announcements",381,"Extremely Dissatisfied",.0653000000,"Very Dissatisfied",.0653000000,"Somewhat Dissatisfied",.1566000000,Neutral,.1717000000,"Somewhat Satisfied",.2908000000,"Very Satisfied",.1798000000,"Extremely Satisfied",.0797000000
389,2017-06-01,"MBTA Customer Opinion Panel",T-alerts,325,"Extremely Dissatisfied",.0150000000,"Very Dissatisfied",.0150000000,"Somewhat Dissatisfied",.1366000000,Neutral,.1464000000,"Somewhat Satisfied",.2659000000,"Very Satisfied",.2908000000,"Extremely Satisfied",.1095000000
390,2017-06-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",270,"Extremely Dissatisfied",.0211000000,"Very Dissatisfied",.0211000000,"Somewhat Dissatisfied",.0632999999,Neutral,.1235000000,"Somewhat Satisfied",.2368000000,"Very Satisfied",.2893000000,"Extremely Satisfied",.2116000000
391,2017-06-01,"MBTA Customer Opinion Panel",,388,"Extremely Dissatisfied",.0335000000,"Very Dissatisfied",.0335000000,"Somewhat Dissatisfied",.1067000000,Neutral,.1150000000,"Somewhat Satisfied",.2179000000,"Very Satisfied",.3938000000,"Extremely Satisfied",.0956000000
979,2017-06-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",393,"Extremely Dissatisfied",.0366000000,"Very Dissatisfied",.0366000000,"Somewhat Dissatisfied",.1370000000,Neutral,.0774000000,"Somewhat Satisfied",.3269000000,"Very Satisfied",.3277000000,"Extremely Satisfied",.0415000000
980,2017-06-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",388,"Extremely Dissatisfied",.0335000000,"Very Dissatisfied",.0335000000,"Somewhat Dissatisfied",.1067000000,Neutral,.1150000000,"Somewhat Satisfied",.2179000000,"Very Satisfied",.3938000000,"Extremely Satisfied",.0956000000
981,2017-06-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",388,"Extremely Unlikely",.0045000000,"Very Unlikely",.0045000000,"Somewhat Unlikely",.0020000000,"Neither Likely nor Unlikely",.0161000000,"Somewhat Likely",.0554000000,"Very Likely",.2841000000,"Extremely Likely",.6272000000
982,2017-06-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",388,"Extremely Unlikely",.0529000000,"Very Unlikely",.0529000000,"Somewhat Unlikely",.0444000000,"Neither Likely nor Unlikely",.1194000000,"Somewhat Likely",.1451000000,"Very Likely",.3119000000,"Extremely Likely",.2712000000
983,2017-06-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",387,"Strongly Disagree",.0964000000,Disagree,.0964000000,"Slightly Disagree",.1155000000,"Neither Agree nor Disagree",.0885000000,"Slightly Agree",.1887000000,Agree,.3266000000,"Strongly Agree",.0568000000
984,2017-06-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",386,"Strongly Disagree",.1634000000,Disagree,.1634000000,"Slightly Disagree",.1117000000,"Neither Agree nor Disagree",.2014000000,"Slightly Agree",.1630000000,Agree,.2036000000,"Strongly Agree",.0346000000
985,2017-06-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",387,"Strongly Disagree",.0613000000,Disagree,.0613000000,"Slightly Disagree",.0720000000,"Neither Agree nor Disagree",.1005000000,"Slightly Agree",.2604000000,Agree,.3363000000,"Strongly Agree",.0693000000
986,2017-06-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",387,"Strongly Disagree",.0683000000,Disagree,.0683000000,"Slightly Disagree",.0806000000,"Neither Agree nor Disagree",.1195000000,"Slightly Agree",.1537000000,Agree,.3150000000,"Strongly Agree",.1641000000
987,2017-06-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",386,"Strongly Disagree",.1044000000,Disagree,.1044000000,"Slightly Disagree",.1496000000,"Neither Agree nor Disagree",.1120000000,"Slightly Agree",.2059000000,Agree,.2263000000,"Strongly Agree",.0231000000
988,2017-06-01,"MBTA Customer Opinion Panel","Wait time at stop",386,Unacceptable,.0283000000,"Very Poor",.0283000000,Poor,.0433000000,Fair,.1855000000,Good,.2025000000,"Very Good",.2233000000,Excellent,.2943000000
989,2017-06-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",383,Unacceptable,.0212000000,"Very Poor",.0212000000,Poor,.0750000000,Fair,.2279000000,Good,.2730000000,"Very Good",.2345000000,Excellent,.1393000000
990,2017-06-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",387,Unacceptable,.0533000000,"Very Poor",.0533000000,Poor,.0864000000,Fair,.1826000000,Good,.2238000000,"Very Good",.2042000000,Excellent,.2054000000
991,2017-06-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",387,Unacceptable,.0220000000,"Very Poor",.0220000000,Poor,.0784000000,Fair,.2094000000,Good,.2545000000,"Very Good",.2676000000,Excellent,.1387000000
992,2017-06-01,"MBTA Customer Opinion Panel","Speed/travel time",388,Unacceptable,.0248000000,"Very Poor",.0248000000,Poor,.0774000000,Fair,.1869000000,Good,.2445000000,"Very Good",.2637999999,Excellent,.1638000000
993,2017-06-01,"MBTA Customer Opinion Panel","Parking availability",154,Unacceptable,.0774000000,"Very Poor",.0774000000,Poor,.0629000000,Fair,.1328999999,Good,.1923000000,"Very Good",.2338000000,Excellent,.2461000000
994,2017-06-01,"MBTA Customer Opinion Panel","Real-time communications",332,Unacceptable,.0380000000,"Very Poor",.0380000000,Poor,.0853000000,Fair,.1427000000,Good,.2607999999,"Very Good",.2508000000,Excellent,.1825000000
995,2017-06-01,"MBTA Customer Opinion Panel","Mbta website",341,"Extremely Dissatisfied",.0083000000,"Very Dissatisfied",.0083000000,"Somewhat Dissatisfied",.0492000000,Neutral,.2297000000,"Somewhat Satisfied",.2455000000,"Very Satisfied",.2873000000,"Extremely Satisfied",.1303000000
996,2017-06-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",369,"Extremely Dissatisfied",.0264000000,"Very Dissatisfied",.0264000000,"Somewhat Dissatisfied",.0971000000,Neutral,.0513000000,"Somewhat Satisfied",.2059000000,"Very Satisfied",.3296000000,"Extremely Satisfied",.2479000000
997,2017-06-01,"MBTA Customer Opinion Panel","In-station announcements",359,"Extremely Dissatisfied",.0437000000,"Very Dissatisfied",.0437000000,"Somewhat Dissatisfied",.1297000000,Neutral,.1724000000,"Somewhat Satisfied",.2570000000,"Very Satisfied",.2674000000,"Extremely Satisfied",.0895000000
998,2017-06-01,"MBTA Customer Opinion Panel","On-vehicle announcements",381,"Extremely Dissatisfied",.0653000000,"Very Dissatisfied",.0653000000,"Somewhat Dissatisfied",.1566000000,Neutral,.1717000000,"Somewhat Satisfied",.2908000000,"Very Satisfied",.1798000000,"Extremely Satisfied",.0797000000
999,2017-06-01,"MBTA Customer Opinion Panel",T-alerts,325,"Extremely Dissatisfied",.0150000000,"Very Dissatisfied",.0150000000,"Somewhat Dissatisfied",.1366000000,Neutral,.1464000000,"Somewhat Satisfied",.2659000000,"Very Satisfied",.2908000000,"Extremely Satisfied",.1095000000
1000,2017-06-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",270,"Extremely Dissatisfied",.0211000000,"Very Dissatisfied",.0211000000,"Somewhat Dissatisfied",.0632999999,Neutral,.1235000000,"Somewhat Satisfied",.2368000000,"Very Satisfied",.2893000000,"Extremely Satisfied",.2116000000
1001,2017-06-01,"MBTA Customer Opinion Panel",,388,"Extremely Dissatisfied",.0335000000,"Very Dissatisfied",.0335000000,"Somewhat Dissatisfied",.1067000000,Neutral,.1150000000,"Somewhat Satisfied",.2179000000,"Very Satisfied",.3938000000,"Extremely Satisfied",.0956000000
