date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2017-06-01,Bus,7767120,22,353050.90909091,Bus
2017-06-01,Bus,766039,22,34819.954545455,"Silver Line"
2017-06-01,Rail,1685818.9686294,22,76628.1349377,"Blue Line"
2017-06-01,Rail,3958035.2943877,22,179910.69519944,"Green Line"
2017-06-01,Rail,4714242.8816648,22,214283.7673484,"Orange Line"
2017-06-01,Rail,5773775.1689752,22,262444.32586251,"Red Line"
