date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2019-03-01,Bus,7376771,21,351274.80952381,Bus
2019-03-01,Bus,800477,21,38117.952380952,"Silver Line"
2019-03-01,Rail,1470128.9465513,21,70006.140311966,"Blue Line"
2019-03-01,Rail,3301698.0400953,21,157223.71619502,"Green Line"
2019-03-01,Rail,4280517.0341921,21,203834.14448534,"Orange Line"
2019-03-01,Rail,5149664.3476618,21,245222.11179342,"Red Line"
