date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2017-12-01,Bus,6378157,20,318907.85,Bus
2017-12-01,Bus,612363,20,30618.15,"Silver Line"
2017-12-01,Rail,1331911.5340622,20,66595.576703108,"Blue Line"
2017-12-01,Rail,3102457.9478773,20,155122.89739386,"Green Line"
2017-12-01,Rail,3832255.3936127,20,191612.76968063,"Orange Line"
2017-12-01,Rail,4548600.2768283,20,227430.01384141,"Red Line"
