date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2016-09-01,Bus,8186778,21,389846.57142857,Bus
2016-09-01,Bus,724110,21,34481.428571429,"Silver Line"
2016-09-01,Rail,1576200.7998119,21,75057.180943422,"Blue Line"
2016-09-01,Rail,4076521.1035681,21,194120.05255086,"Green Line"
2016-09-01,Rail,4702395.0904202,21,223923.57573429,"Orange Line"
2016-09-01,Rail,5702668.0359234,21,271555.62075826,"Red Line"
