date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2016-01-01,Bus,6985521,19,367659,Bus
2016-01-01,Bus,669761,19,35250.578947368,"Silver Line"
2016-01-01,Rail,1142849.9224885,19,60149.995920447,"Blue Line"
2016-01-01,Rail,3366005.2383017,19,177158.17043693,"Green Line"
2016-01-01,Rail,4110859.3912262,19,216361.02059085,"Orange Line"
2016-01-01,Rail,4738658.2382415,19,249403.0651706,"Red Line"
