date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-09-01,Bus,7012630,19,369085.78947368,Bus
2018-09-01,Bus,712608,19,37505.684210526,"Silver Line"
2018-09-01,Rail,1464679.496459,19,77088.394550474,"Blue Line"
2018-09-01,Rail,3358296.840079,19,176752.46526731,"Green Line"
2018-09-01,Rail,4119433.6501039,19,216812.29737389,"Orange Line"
2018-09-01,Rail,4982450.0071252,19,262234.21090132,"Red Line"
