date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-07-01,Bus,7008062,21,333717.23809524,Bus
2018-07-01,Bus,802131,21,38196.714285714,"Silver Line"
2018-07-01,Rail,1627208.4815592,21,77486.118169486,"Blue Line"
2018-07-01,Rail,3474896.2348261,21,165471.24927743,"Green Line"
2018-07-01,Rail,4280099.741093,21,203814.27338538,"Orange Line"
2018-07-01,Rail,5254526.6733137,21,250215.55587208,"Red Line"
