date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2017-08-01,Bus,7518350,23,326884.7826087,Bus
2017-08-01,Bus,788707,23,34291.608695652,"Silver Line"
2017-08-01,Rail,1717781.6276624,23,74686.157724454,"Blue Line"
2017-08-01,Rail,3781642.1039049,23,164419.22190891,"Green Line"
2017-08-01,Rail,4624184.1680971,23,201051.48556944,"Orange Line"
2017-08-01,Rail,5786162.9799888,23,251572.30347778,"Red Line"
