date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2017-04-01,Bus,6911721,20,345586.05,Bus
2017-04-01,Bus,681787,20,34089.35,"Silver Line"
2017-04-01,Rail,1457503.0499145,20,72875.152495727,"Blue Line"
2017-04-01,Rail,3806254.0775363,20,190312.70387681,"Green Line"
2017-04-01,Rail,4311548.240781,20,215577.41203905,"Orange Line"
2017-04-01,Rail,5273278.5125387,20,263663.92562694,"Red Line"
