date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-08-01,Bus,7636133,23,332005.7826087,Bus
2018-08-01,Bus,872511,23,37935.260869565,"Silver Line"
2018-08-01,Rail,1699190.5345254,23,73877.849327191,"Blue Line"
2018-08-01,Rail,3622935.3238897,23,157518.92712564,"Green Line"
2018-08-01,Rail,4535369.9231761,23,197189.99665983,"Orange Line"
2018-08-01,Rail,5567712.8487757,23,242074.4716859,"Red Line"
