date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2016-12-01,Bus,7119231,21,339011,Bus
2016-12-01,Bus,666184,21,31723.047619048,"Silver Line"
2016-12-01,Rail,1399861.3674767,21,66660.065117936,"Blue Line"
2016-12-01,Rail,3497594.2688853,21,166552.10804216,"Green Line"
2016-12-01,Rail,4145175.3972881,21,197389.30463277,"Orange Line"
2016-12-01,Rail,4944886.4742658,21,235470.78448885,"Red Line"
