date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-12-01,Bus,6384923,20,319246.15,Bus
2018-12-01,Bus,671649,20,33582.45,"Silver Line"
2018-12-01,Rail,1303504.2729308,20,65175.21364654,"Blue Line"
2018-12-01,Rail,2791419.5198268,20,139570.97599134,"Green Line"
2018-12-01,Rail,3687112.5058063,20,184355.62529031,"Orange Line"
2018-12-01,Rail,4360666.9616259,20,218033.34808129,"Red Line"
