date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2016-10-01,Bus,7676816,20,383840.8,Bus
2016-10-01,Bus,715177,20,35758.85,"Silver Line"
2016-10-01,Rail,1550148.8191329,21,73816.610434898,"Blue Line"
2016-10-01,Rail,4029136.1528586,21,191863.6263266,"Green Line"
2016-10-01,Rail,4651161.4137907,21,221483.87684717,"Orange Line"
2016-10-01,Rail,5657270.9900785,21,269393.8566704,"Red Line"
