date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-10-01,Bus,8499768,23,369555.13043478,Bus
2018-10-01,Bus,891404,23,38756.695652174,"Silver Line"
2018-10-01,Rail,1787942.3398903,23,77736.623473493,"Blue Line"
2018-10-01,Rail,4139791.1984912,23,179990.92167353,"Green Line"
2018-10-01,Rail,5073457.9716665,23,220585.12920289,"Orange Line"
2018-10-01,Rail,6113155.5589837,23,265789.37212972,"Red Line"
