date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2016-11-01,Bus,7403080,20,370154,Bus
2016-11-01,Bus,683466,20,34173.3,"Silver Line"
2016-11-01,Rail,1486292.5532415,21,70775.835868641,"Blue Line"
2016-11-01,Rail,3831723.2520156,21,182463.01200074,"Green Line"
2016-11-01,Rail,4497805.0577321,21,214181.19322534,"Orange Line"
2016-11-01,Rail,5413230.6439936,21,257772.88780922,"Red Line"
