date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2019-01-01,Bus,7113916,21,338757.9047619,Bus
2019-01-01,Bus,741310,21,35300.476190476,"Silver Line"
2019-01-01,Rail,1424882.362631,21,67851.541077665,"Blue Line"
2019-01-01,Rail,3174659.7582641,21,151174.27420305,"Green Line"
2019-01-01,Rail,4139276.4657513,21,197108.40313102,"Orange Line"
2019-01-01,Rail,4905057.2319393,21,233574.15390187,"Red Line"
