date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2017-11-01,Bus,7322113,21,348672.04761905,Bus
2017-11-01,Bus,689488,21,32832.761904762,"Silver Line"
2017-11-01,Rail,1522572.3798432,21,72503.4466592,"Blue Line"
2017-11-01,Rail,3668262.2516688,21,174679.15484137,"Green Line"
2017-11-01,Rail,4450207.8846467,21,211914.66117365,"Orange Line"
2017-11-01,Rail,5390728.9754123,21,256701.37978154,"Red Line"
