date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2016-08-01,Bus,8052127,23,350092.47826087,Bus
2016-08-01,Bus,823347,23,35797.695652174,"Silver Line"
2016-08-01,Rail,1666468.1085008,23,72455.135152207,"Blue Line"
2016-08-01,Rail,4003896.5416921,23,174082.45833444,"Green Line"
2016-08-01,Rail,4692482.1816945,23,204020.9644215,"Orange Line"
2016-08-01,Rail,5774631.6592367,23,251070.94170594,"Red Line"
