date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-05-01,Bus,7799971,22,354544.13636364,Bus
2018-05-01,Bus,817297,22,37149.863636364,"Silver Line"
2018-05-01,Rail,1695055.2427876,22,77047.965581254,"Blue Line"
2018-05-01,Rail,3724258.7870306,22,169284.49031957,"Green Line"
2018-05-01,Rail,4722396.6767096,22,214654.39439589,"Orange Line"
2018-05-01,Rail,5652071.6693818,22,256912.34860826,"Red Line"
