date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2018-02-01,Bus,6530541,19,343712.68421053,Bus
2018-02-01,Bus,598649,19,31507.842105263,"Silver Line"
2018-02-01,Rail,1321299.8572038,19,69542.097747571,"Blue Line"
2018-02-01,Rail,3194840.301078,19,168149.48953042,"Green Line"
2018-02-01,Rail,3938019.286213,19,207264.17295858,"Orange Line"
2018-02-01,Rail,4613903.0991142,19,242837.00521654,"Red Line"
