date,MODE,RIDERSHIP,COUNTOFDATES,AVG_RIDERSHIP,ROUTE_OR_LINE
2017-09-01,Bus,7348656,20,367432.8,Bus
2017-09-01,Bus,663795,20,33189.75,"Silver Line"
2017-09-01,Rail,1555248.9886791,20,77762.449433956,"Blue Line"
2017-09-01,Rail,3789136.0009307,20,189456.80004653,"Green Line"
2017-09-01,Rail,4447504.5798525,20,222375.22899262,"Orange Line"
2017-09-01,Rail,5409746.1738164,20,270487.30869082,"Red Line"
